group,n_speeches,overall_sentiment_mean,overall_sentiment_std,ORG_sentiment_mean,ORG_sentiment_std,ORG_n_speeches,ORG_total_mentions,LOC_sentiment_mean,LOC_sentiment_std,LOC_n_speeches,LOC_total_mentions,MISC_sentiment_mean,MISC_sentiment_std,MISC_n_speeches,MISC_total_mentions
Government,2,0.8268267768595753,0.10411039772088547,0.8424994484521449,0.035014718634665556,2,14,0.7440656842663884,0.3619457803871513,2,6,0.9247030814488729,,1,6
Opposition,7,0.7645810520180282,0.31600427193784214,0.8779223506652775,0.20857113370252067,6,64,0.764015321910847,0.27307457883981057,4,17,0.7943330903503077,0.3562255369489447,3,41
